40.709604,-73.951237,0,0
40.709604,-73.951192,3,5
40.709562,-73.951108,4,4
40.709539,-73.951085,7,7
40.709520,-73.950978,10,9
40.709498,-73.950940,12,10
40.709478,-73.950871,15,16
40.709478,-73.950810,17,17
40.709456,-73.950703,15,19
40.709433,-73.950597,13,20
40.709433,-73.950551,17,24
40.709414,-73.950505,19,20
40.709414,-73.950444,20,14
40.709414,-73.950398,23,16
40.709414,-73.950360,25,12
40.709391,-73.950337,27,13
40.709439,-73.950253,30,10
40.709439,-73.950185,35,15
40.709307,-73.950101,40,17
40.709284,-73.950055,41,19
40.709242,-73.950017,46,24
40.709219,-73.949994,47,25
40.709196,-73.949925,49,30
40.709177,-73.949887,50,31
40.709154,-73.949818,47,29
40.709112,-73.949757,46,27
40.709112,-73.949712,45,21
40.709089,-73.949673,43,23
40.709047,-73.949567,40,22
40.709047,-73.949544,39,21
40.709047,-73.949498,38,29
40.709025,-73.949437,35,20
40.709005,-73.949414,43,19
40.709005,-73.949391,31,14
40.708963,-73.949435,30,17
40.708918,-73.949307,29,13
40.708857,-73.949261,31,14
40.708811,-73.949239,32,16
40.708769,-73.949200,33,17
40.708769,-73.949178,37,19
40.708704,-73.949117,38,24
40.708662,-73.949025,39,25
40.708681,-73.948895,45,26
40.708681,-73.948843,32,27
40.708704,-73.948788,29,21
40.708727,-73.948727,21,20
40.708746,-73.948705,17,19
40.708769,-73.948643,13,17
40.708792,-73.948621,5,16
40.708843,-73.948552,0,13
