43.233568,11.728493,0.74,12
43.233572,11.728491,0.56,19
43.233572,11.728491,0.56,22
43.233572,11.728491,0.56,17
43.233572,11.728475,4.0,19
43.233572,11.728475,4.0,3
43.233572,11.728475,4.0,0
43.233568,11.728467,1.93,10
43.233568,11.728467,1.93,8
43.233568,11.728467,1.93,13
43.233568,11.728471,1.02,0
43.233568,11.728471,1.02,-1
43.233568,11.728471,1.02,-1
43.233568,11.728476,1.5,-6
43.233568,11.728476,1.5,2
43.233568,11.728476,1.5,4
43.233568,11.728478,0.72,6
43.233568,11.728478,0.72,11
43.233568,11.728478,0.72,16
43.233564,11.728483,0.8,11
43.233564,11.728483,0.8,17
43.233564,11.728483,0.8,18
43.23356,11.728486,0.63,11
43.23356,11.728486,0.63,-20
43.23356,11.728486,0.63,-27
43.233564,11.728489,1.26,-37
43.233564,11.728489,1.26,-68
43.233564,11.728492,1.93,-71
43.233564,11.728492,1.93,-50
43.233564,11.728492,1.93,-5
43.233572,11.728496,2.43,-5
43.233572,11.728496,2.43,-9
43.233572,11.728496,2.43,13
43.233572,11.728498,1.54,-40
43.233572,11.728498,1.54,-52
43.233572,11.728498,1.54,-55
43.233568,11.728506,2.22,-56
43.233568,11.728506,2.22,-58
43.233568,11.728506,2.22,-56
43.233568,11.728507,0.56,-57
43.233568,11.728507,0.56,-59
43.233568,11.728507,0.56,-57
43.233564,11.728509,0.63,-59
43.233564,11.728509,0.63,-60
43.233568,11.728509,1.04,-57
43.233568,11.728509,1.04,46
43.233568,11.728509,1.04,54
43.233568,11.728511,0.35,53
43.233568,11.728511,0.35,50
43.233568,11.728511,0.35,51
43.233568,11.728515,0.28,52
43.233568,11.728515,0.28,38
43.233568,11.728515,0.28,33
43.233568,11.728515,0.2,32
43.233568,11.728515,0.2,12
43.233568,11.728515,0.19,44
43.233568,11.728515,0.19,30
43.233568,11.728515,0.19,10
43.233564,11.728513,0.74,-7
43.233564,11.728513,0.74,-1
43.233564,11.728513,0.06,-1
43.233564,11.728513,0.06,-2
43.233564,11.728513,0.06,-2
43.23356,11.728524,4.35,-1
43.23356,11.728524,4.35,-2
43.23356,11.728524,4.35,-2
43.233556,11.728523,1.76,-3
43.233556,11.728523,1.76,-3
43.233556,11.728523,1.76,-37
43.233556,11.728526,1.78,-54
43.233556,11.728526,1.78,-55
43.233556,11.728526,1.78,-54
43.233556,11.72853,1.69,-53
43.233556,11.72853,1.69,-53
43.233556,11.72853,1.69,-52
43.233556,11.728535,2.82,-14
43.233556,11.728535,2.82,57
43.233556,11.728535,2.82,60
43.233564,11.728536,1.5,59
43.233564,11.728536,1.5,57
43.233564,11.728536,1.5,56
43.233584,11.728529,1.39,57
43.233584,11.728529,1.39,55
43.233584,11.728529,1.39,48
43.23358,11.728535,2.0,-6
43.23358,11.728535,2.0,-63
43.23358,11.728535,2.0,-63
43.23358,11.728541,2.17,-61
43.23358,11.728541,2.17,-64
43.23358,11.728541,2.17,-64
43.233572,11.728557,3.35,-59
43.233572,11.728557,3.35,11
43.233572,11.728557,3.35,30
43.233572,11.728559,2.57,47
43.233572,11.728559,2.57,60
43.233572,11.728559,2.57,64
43.233576,11.728556,1.19,64
43.233576,11.728556,1.19,65
43.233576,11.728556,1.19,65
43.233572,11.728559,1.3,62
43.233572,11.728559,1.3,0
43.233572,11.728559,1.3,-27
43.233576,11.728567,1.89,-53
43.233576,11.728567,1.89,-68
43.233576,11.728568,0.93,-77
43.233576,11.728568,0.93,-74
43.233576,11.728568,0.93,-70
43.233576,11.728566,0.07,-74
43.233576,11.728566,0.07,-56
43.233576,11.728566,0.07,-24
43.233576,11.728564,0.3,-7
43.233576,11.728564,0.3,22
43.233576,11.728564,0.3,27
43.233584,11.728559,0.37,30
43.233584,11.728559,0.37,33
43.233584,11.728559,0.37,38
43.233584,11.728554,0.2,44
43.233584,11.728554,0.2,64
43.233584,11.728554,0.2,66
43.233584,11.728547,0.22,68
43.233584,11.728547,0.22,28
43.233584,11.728547,0.22,14
43.233584,11.728545,0.35,0
43.233584,11.728545,0.35,-15
43.233584,11.728545,0.35,-28
43.233584,11.728545,0.15,-8
43.233584,11.728545,0.15,-4
43.233584,11.728545,0.15,10
43.233584,11.728545,0.17,26
43.233584,11.728545,0.17,-9
43.233584,11.728545,0.17,12
43.233584,11.728542,0.52,7
43.233584,11.728542,0.52,16
43.233584,11.728542,0.52,-14
43.233584,11.72854,0.13,6
43.233584,11.72854,0.13,5
43.233584,11.72854,0.13,16
43.233584,11.72854,0.11,4
43.233584,11.72854,0.11,-7
43.233588,11.728539,0.07,4
43.233588,11.728539,0.07,2
43.233588,11.728539,0.07,-2
43.233584,11.728539,0.24,2
43.233584,11.728539,0.24,-2
43.233584,11.728539,0.24,-2
43.233592,11.728539,1.59,-3
43.233592,11.728539,1.59,-4
43.233592,11.728539,1.59,-3
43.233612,11.728544,5.87,-13
43.233612,11.728544,5.87,-8
43.233612,11.728544,5.87,3
43.233636,11.728556,9.45,-9
43.233636,11.728556,9.45,2
43.233636,11.728556,9.45,8
43.233664,11.72857,11.28,0
43.233664,11.72857,11.28,-1
43.233664,11.72857,11.28,-9
43.233684,11.7286,11.69,2
43.233684,11.7286,11.69,-10
43.233684,11.7286,11.69,-7
43.233692,11.728621,9.22,-2
43.233692,11.728621,9.22,-5
43.233692,11.728621,9.22,-15
43.233696,11.728629,5.39,0
43.233696,11.728629,5.39,-17
43.233696,11.728629,5.39,-18
43.2337,11.728636,3.74,-17
43.2337,11.728636,3.74,-9
43.2337,11.728636,3.74,-8
43.2337,11.728649,3.69,-3
43.2337,11.728649,3.69,0
43.2337,11.728649,3.69,-11
43.2337,11.728668,4.7,-2
43.2337,11.728668,4.7,5
43.2337,11.728668,4.7,-1
43.23368,11.72869,6.54,4
43.23368,11.72869,6.54,-5
43.23368,11.72869,6.54,-10
43.233648,11.728712,9.98,0
43.233648,11.728712,9.98,-13
43.233648,11.728712,9.98,-16
43.233608,11.728729,12.82,-2
43.233608,11.728729,12.82,-3
43.233608,11.728729,12.82,7
43.233544,11.728757,19.59,15
43.233544,11.728757,19.59,0
43.233544,11.728757,19.59,2
43.233476,11.728791,24.78,0
43.233476,11.728791,24.78,14
43.233476,11.728791,24.78,16
43.2334,11.728834,29.85,18
43.2334,11.728834,29.85,14
43.23332,11.728877,33.0,12
43.23332,11.728877,33.0,8
43.23332,11.728877,33.0,13
43.233236,11.728918,35.43,7
43.233236,11.728918,35.43,5
43.233236,11.728918,35.43,4
43.233148,11.728965,36.56,7
43.233148,11.728965,36.56,0
43.233148,11.728965,36.56,-6
43.233056,11.729015,37.69,3
43.233056,11.729015,37.69,-1
43.232956,11.729078,41.04,-3
43.232956,11.729078,41.04,-7
43.232956,11.729078,41.04,-8
43.232852,11.729144,42.89,-6
43.232852,11.729144,42.89,10
43.232852,11.729144,42.89,10
43.232748,11.729221,45.21,-2
43.232748,11.729221,45.21,-8
43.232748,11.729221,45.21,5
43.23264,11.729291,46.39,5
43.23264,11.729291,46.39,11
43.23264,11.729291,46.39,12
43.232536,11.729362,46.8,7
43.232536,11.729362,46.8,-1
43.232536,11.729362,46.8,-15
43.232424,11.72944,48.15,-4
43.232424,11.72944,48.15,31
43.232424,11.72944,48.15,24
43.23232,11.72952,49.04,7
43.23232,11.72952,49.04,2
43.23232,11.72952,49.04,2
43.2322,11.729597,50.06,-9
43.2322,11.729597,50.06,-28
43.2322,11.729597,50.06,-37
43.232088,11.729671,51.28,-41
43.232088,11.729671,51.28,-18
43.232088,11.729671,51.28,-6
43.231964,11.729753,52.47,-5
43.231964,11.729753,52.47,-1
43.231844,11.729829,52.15,10
43.231844,11.729829,52.15,27
43.231844,11.729829,52.15,26
43.231724,11.729914,53.37,16
43.231724,11.729914,53.37,6
43.231724,11.729914,53.37,15
43.231592,11.73,55.49,26
43.231592,11.73,55.49,35
43.231592,11.73,55.49,36
43.231448,11.730088,57.6,36
43.231448,11.730088,57.6,49
43.231448,11.730088,57.6,41
43.231308,11.730181,59.6,50
43.231308,11.730181,59.6,43
43.231308,11.730181,59.6,48
43.231172,11.73028,60.76,51
43.231172,11.73028,60.76,36
43.231172,11.73028,60.76,20
43.231028,11.730377,61.63,18
43.231028,11.730377,61.63,30
43.231028,11.730377,61.63,30
43.230888,11.73048,62.78,32
43.230888,11.73048,62.78,53
43.230888,11.73048,62.78,52
43.230752,11.730587,63.1,52
43.230752,11.730587,63.1,40
43.230752,11.730587,63.1,41
43.230612,11.730702,64.21,34
43.230612,11.730702,64.21,-254
43.230476,11.730824,64.76,44
43.230476,11.730824,64.76,67
43.230476,11.730824,64.76,61
43.230344,11.730953,65.25,43
43.230344,11.730953,65.25,48
43.230344,11.730953,65.25,62
43.230212,11.731093,65.25,50
43.230212,11.731093,65.25,33
43.230212,11.731093,65.25,35
43.230088,11.731236,65.17,35
43.230088,11.731236,65.17,17
43.230088,11.731236,65.17,9
43.22996,11.731383,65.78,12
43.22996,11.731383,65.78,37
43.22996,11.731383,65.78,36
43.22984,11.731537,65.73,45
43.22984,11.731537,65.73,55
43.22984,11.731537,65.73,43
43.229728,11.731699,65.67,38
43.229728,11.731699,65.67,48
43.229728,11.731699,65.67,36
43.22962,11.73187,65.65,51
43.22962,11.73187,65.65,21
43.22962,11.73187,65.65,16
43.229516,11.732041,65.43,8
43.229516,11.732041,65.43,6
43.229516,11.732041,65.43,0
43.229416,11.732218,65.51,-3
43.229416,11.732218,65.51,6
43.229416,11.732218,65.51,17
43.229312,11.732394,65.63,20
43.229312,11.732394,65.63,8
43.229312,11.732394,65.63,10
43.229212,11.732573,65.51,22
43.229212,11.732573,65.51,27
43.229212,11.732573,65.51,15
43.229116,11.732753,65.78,25
43.229116,11.732753,65.78,37
43.229116,11.732753,65.78,32
43.229116,11.732753,65.78,17
43.22902,11.732933,65.62,2
43.22902,11.732933,65.62,5
43.22902,11.732933,65.62,11
43.22892,11.73311,65.06,18
43.22892,11.73311,65.06,2
43.22892,11.73311,65.06,0
43.22882,11.733283,64.08,3
43.22882,11.733283,64.08,0
43.22882,11.733283,64.08,0
43.228724,11.733455,63.28,-9
43.228724,11.733455,63.28,-10
43.228724,11.733455,63.28,-9
43.228632,11.733626,62.69,-1
43.228632,11.733626,62.69,-3
43.228632,11.733626,62.69,-14
43.22854,11.733795,62.32,-7
43.22854,11.733795,62.32,-24
43.22854,11.733795,62.32,-3
43.228444,11.733965,62.32,0
43.228444,11.733965,62.32,8
43.228444,11.733965,62.32,-7
43.228348,11.734133,62.58,-17
43.228348,11.734133,62.58,-14
43.228348,11.734133,62.58,-21
43.22824,11.734298,63.12,-23
43.22824,11.734298,63.12,-19
43.228128,11.734462,64.88,-13
43.228128,11.734462,64.88,8
43.228128,11.734462,64.88,12
43.228012,11.734621,65.63,-1
43.228012,11.734621,65.63,-18
43.228012,11.734621,65.63,-15
43.227892,11.734781,66.82,-8
43.227892,11.734781,66.82,12
43.227892,11.734781,66.82,17
43.227768,11.73494,67.17,17
43.227768,11.73494,67.17,23
43.227768,11.73494,67.17,27
43.227644,11.735095,66.71,21
43.227644,11.735095,66.71,13
43.227644,11.735095,66.71,26
43.227524,11.735249,65.75,18
43.227524,11.735249,65.75,46
43.227524,11.735249,65.75,45
43.227404,11.735402,65.1,74
43.227404,11.735402,65.1,29
43.227404,11.735402,65.1,30
43.227296,11.735562,65.08,25
43.227296,11.735562,65.08,20
43.227296,11.735562,65.08,38
43.227184,11.735729,65.3,37
43.227184,11.735729,65.3,25
